idxes,comp_1_mu,comp_1_std,comp_3_mu,comp_3_std,comp_5_mu,comp_5_std,comp_7_mu,comp_7_std,comp_9_mu,comp_9_std,comp_11_mu,comp_11_std,comp_13_mu,comp_13_std
MACE_Loss,0.024177355132997035,0.004077550456213801,0.019709304533898832,0.001692078762931596,0.02667616531252861,0.003932293077200616,0.021670259162783624,0.0026028375368321844,0.02572318520396948,0.0048297713120160094,0.024833775125443935,0.004367006188654803,0.0180941391736269,0.0024062430816531844
AGCE_Loss,0.04607453122735024,0.004425810876877328,0.043953125923871995,0.003708180479165709,0.0481295108795166,0.005127213029833531,0.0433742456138134,0.004574192897313681,0.04837348163127899,0.006166042737949362,0.04648094922304154,0.00397830323480751,0.041696164011955264,0.002564174027241112
CheckScore,1.2815810203552247,0.015567453034761727,1.2809978246688842,0.01469551948129114,1.2804829835891725,0.015539512598382196,1.2725813388824463,0.01474696823874309,1.2779031991958618,0.013112537219845549,1.279807710647583,0.01604124985084161,1.2352435111999511,0.009174150469189868
