idxes,comp_1_mu,comp_1_std,comp_3_mu,comp_3_std,comp_5_mu,comp_5_std,comp_7_mu,comp_7_std,comp_9_mu,comp_9_std,comp_11_mu,comp_11_std,comp_13_mu,comp_13_std
MACE_Loss,0.027379903011023998,0.005367700797973564,0.0250979857519269,0.0055185044496752975,0.025447146967053413,0.005513518360270736,0.027308082208037376,0.005160819545399523,0.017410413827747107,0.0024417369833646045,0.017774035222828388,0.002261680717318473,0.0180941391736269,0.0024062430816531844
AGCE_Loss,0.042856286466121676,0.006866651157159376,0.041737713292241095,0.006633778512248172,0.0417903158813715,0.006336712449575358,0.0435945488512516,0.005940070717407914,0.03993847221136093,0.0030987927904885036,0.04054081365466118,0.0025793675748408676,0.041696164011955264,0.002564174027241112
CheckScore,1.2737682342529297,0.013254672259210063,1.251707410812378,0.010428600091259742,1.2481043338775635,0.011421122673659415,1.2448301553726195,0.011400981683106456,1.236102080345154,0.008910643826881762,1.2359445095062256,0.009189566096376429,1.2352435111999511,0.009174150469189868
