idxes,wine_mu,wine_std
RFKernel_MACE_Loss,0.24655910730361938,0.007195857297814824
RFKernel_AGCE_Loss,0.2755724906921387,0.0063703784023720405
RFKernel_CheckScore,0.31174331307411196,0.003544210644549863
