idxes,parkinsons_mu,parkinsons_std
RFKernel_MACE_Loss,0.09850768744945526,0.0
RFKernel_AGCE_Loss,0.13294768333435059,0.0
RFKernel_CheckScore,3.972320795059204,0.0
